BillNo,Month,Year,Customer,Discount 5%,Discount 12%,Discount 18%,Discount 28%
A1661,9,2017,"POYANIL HOSPITAL, KOZHENCHERRY",0,1,0,0
A1662,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1671,9,2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A1666,9,2017,"NEETHY MEDICAL STORE, PULLAD",0,1,0,0
A1703,9,2017,"NEETHI MEDICALS, ERAVIPEROOR  SCB",0,1,0,0
A1663,9,2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",0,1,0,0
A1701,9,2017,"NEETHI MEDICALS, PATHANAMTHITTA",0,1,0,0
A1669,9,2017,"SOUTHERN MEDICALS, KOZHENCHERY",0,1,0,0
A1693,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1676,9,2017,"PEOPLES HOSPITAL, PATHANAMTHITTA",0,1,0,0
A1698,9,2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",0,1,0,0
A1711,9,2017,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A1674,9,2017,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A1668,9,2017,"DR.ROY ALEXANDER, CHILDRENS CLINIC",0,1,0,0
A1685,9,2017,"M.G MEDICALS, MANNAR",0,1,0,0
A1705,9,2017,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A1709,9,2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,1,0,0
A1672,9,2017,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A1694,9,2017,"KUMBANAD MEDICALS, KUMBANAD",0,1,0,0
A1688,9,2017,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A1670,9,2017,"MAMMARAPALLIL MEDICALS, PULLAD ",0,1,0,0
A1657,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1692,9,2017,"APPOLO MEDICALS, ADOOR",0,1,0,0
A1687,9,2017,"MEKATTUPARAMBIL MEDICALS, PODIYADI",0,1,0,0
A1677,9,2017,"MANNAR MEDICALS, PATHANAMTHITTA",0,1,0,0
A1702,9,2017,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A1710,9,2017,"M.G.M. MEDICALS, PATHANAMTHITTA",0,1,0,0
A1667,9,2017,"TRAVANCORE MEDICALS, PATHANAMTHITTA",0,1,0,0
A1682,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1683,9,2017,"PRATHIBHA MEDICALS, VECHOOCHIRA",0,1,0,0
A1697,9,2017,"FRIENDS MEDICALS, PATHANAMTHITTA",0,1,0,0
A1691,9,2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A1712,9,2017,"GRACE MEDICALS, VADASSERIKARA",0,1,0,0
A1675,9,2017,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A1680,9,2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A1664,9,2017,"MUTTUMON MEDICALS, KUMBANAD",0,1,0,0
A1681,9,2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A1686,9,2017,"SREE    MEDICALS, N S S  BUILDING",0,1,0,0
A1678,9,2017,"SNEHA MEDICALS, PATHANAMTHITTA",0,1,0,0
A1696,9,2017,"JINI MEDICALS, MARAMON",0,1,0,0
A1660,9,2017,"T & T MEDICALS, KOZHENCHERRY",0,1,0,0
A1714,9,2017,"USHA HOSPITAL, CHENGANNOOR",0,1,0,0
A1690,9,2017,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A1679,9,2017,"SAM MEDICALS, PATHANAMTHITTA",0,1,0,0
A1699,9,2017,"A.J.MEDICALS, TIRUVANVANDOOR",0,1,0,0
A1659,9,2017,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A1673,9,2017,"SONIA MEDICALS, PATHANAMTHITTA",0,1,0,0
A1689,9,2017,"JACOBS MEDICALS, KUMBANAD",0,1,0,0
A1684,9,2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",0,1,0,0
A1695,9,2017,"UDAYA MEDICALS, PANDALAM",0,1,0,0
A1708,9,2017,"PREETHI MEDICALS, ELENTHOOR",0,1,0,0
A1700,9,2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,0,0,1
A1725,9,2017,"SAHAYA MEDICALS, CHENGANNUR",1,0,0,0
A1716,9,2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A1728,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1715,9,2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A1722,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1720,9,2017,"BETHANY HOSPITAL, PERUNAD",0,1,0,0
A1729,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1721,9,2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A1727,9,2017,"NEETHI MEDICALS, M.M JN  PANDALAM",0,1,0,0
A1723,9,2017,"USHA HOSPITAL, CHENGANNOOR",0,1,0,0
A1730,9,2017,"JAI MEDICALS, THIRUVALLA",0,1,0,0
A1718,9,2017,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A1726,9,2017,"KARUNYAM MEDICALS, CHENGANNUR",0,1,0,0
A1724,9,2017,"NEETHI MEDICAL STORE, KUMBANADU",0,1,0,0
A1732,9,2017,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A1719,9,2017,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A1733,9,2017,"NATIONAL MEDICALS, PODIYADI",0,1,0,0
A1731,9,2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A1717,9,2017,"SOORAJ MEDICALS, PLANKAMON",0,1,0,0
A1739,9,2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A1752,9,2017,"C.M HOSPITAL, PANDALAM",0,1,0,0
A1737,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1736,9,2017,"LOURDU MATHA HOSPITAL, PACHA",0,1,0,0
A1744,9,2017,"KURIAN'S MEDICALS, RANNY",0,1,0,0
A1743,9,2017,"BETHEL MEDICALS, THADIYOOR",0,1,0,0
A1741,9,2017,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A1747,9,2017,"PALLIPARAMPIL MEDICALS, VENNIKULAM",0,1,0,0
A1755,9,2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A1748,9,2017,"PADAPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A1754,9,2017,"EBENEZER HOSPITAL, KAYAMKULAM",0,1,0,0
A1738,9,2017,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A1735,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1749,9,2017,"SHEEBA MEDICALS, THEADICAL",0,1,0,0
A1753,9,2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",0,1,0,0
A1746,9,2017,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A1750,9,2017,"PUTHANPARAMBIL MEDICALS, PURAMATTOM",0,1,0,0
A1742,9,2017,"ST.THOMAS MEDICALS, RANNY",0,0,1,0
A1745,9,2017,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A1740,9,2017,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A1751,9,2017,"MARY QUEEN'S ALLERGY CLINIC, THIRUVALLA",0,0,0,1
A1734,9,2017,"S.D MEDICALS, CHENGANNUR",0,0,0,1
A1796,9,2017,"ASWAS COMMUNITY PHARMACY, ADOOR",1,0,0,0
A1773,9,2017,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A1803,9,2017,"AMIL MEDICALS, THIRUVALLA",1,0,0,0
A1760,9,2017,"KARUNYAM MEDICALS, CHENGANNUR",1,0,0,0
A1789,9,2017,"PHILIPS MEDICALS, NELLAD",1,0,0,0
A1781,9,2017,"DR.BALASUBRAMANIAN G, MAVELIKKARA",0,1,0,0
A1763,9,2017,"NEETHI MEDICAL STORES, MANNAR",0,1,0,0
A1771,9,2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",0,1,0,0
A1778,9,2017,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A1806,9,2017,"NEETHI MEDICALS, NEDUMKUNNAM",0,1,0,0
A1770,9,2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,1,0,0
A1797,9,2017,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A1802,9,2017,"SAHAYA MEDICALS, CHENGANNUR",0,1,0,0
A1792,9,2017,"HEALTH CARE MEDICALS, CHENGANNUR",0,1,0,0
A1765,9,2017,"PUTHENPEEDIKAYIL MEDICALS, VENNIKULAM",0,1,0,0
A1785,9,2017,"MARIA HOSPITAL, ADOOR",0,1,0,0
A1761,9,2017,"NEETHI MEDICALS, M.M JN  PANDALAM",0,1,0,0
A1766,9,2017,"LOURDU MATHA HOSPITAL, PACHA",0,1,0,0
A1801,9,2017,"PUTHENVILAYIL MEDICALS, PANDALAM",0,1,0,0
A1758,9,2017,"SUPPLYCO-MAVELI MEDICALS, ADOOR",0,1,0,0
A1795,9,2017,"DEEPA MEDICALS, CHENNITHALA",0,1,0,0
A1779,9,2017,"VAZHAPLAVIL MEDICALS, PANDALAM",0,1,0,0
A1800,9,2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A1774,9,2017,"MANNAR MEDICALS, MANNAR",0,1,0,0
A1762,9,2017,"ORMA MEDICALS, ADOOR",0,0,0,1
A1768,9,2017,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A1805,9,2017,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A1791,9,2017,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A1759,9,2017,"APPOLO MEDICALS, ADOOR",0,1,0,0
A1767,9,2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",0,1,0,0
A1777,9,2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",0,1,0,0
A1793,9,2017,"UDAYA MEDICALS, PANDALAM",0,0,0,1
A1756,9,2017,"KARUNYA MEDICALS, ADOOR",0,1,0,0
A1782,9,2017,"K.R.MEDICALS, KALLISSERY",0,1,0,0
A1764,9,2017,"SAHAYA  MEDICALS, NEAR  PVT BUS  STAND",0,1,0,0
A1757,9,2017,"VKV PHARMACY, ANANDAPPALY,ADOOR",0,1,0,0
A1787,9,2017,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A1783,9,2017,"DEEPTHI MEDICALS, MANNAR",0,1,0,0
A1776,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1794,9,2017,"MANGALASSERIL DRUG HOUSE, KULANADA",0,1,0,0
A1788,9,2017,"S.N.MEDICALS, KADAPRA",0,0,0,1
A1804,9,2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A1799,9,2017,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A1807,9,2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,1,0,0
A1784,9,2017,"ALPHA MEDICALS, CHENGANNUR",0,1,0,0
A1772,9,2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",0,1,0,0
A1808,9,2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",0,1,0,0
A1769,9,2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",0,1,0,0
A1780,9,2017,"ANI SURG MEDICALS, PRAVINKOODU",0,1,0,0
A1786,9,2017,"THUSHARA MEDICALS, PANDALAM",0,1,0,0
A1775,9,2017,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A1790,9,2017,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",0,1,0,0
A1798,9,2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,0,0,1
A1813,9,2017,"THOMSON MEDICALS, TIRUVALLA",1,0,0,0
A1809,9,2017,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A1816,9,2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A1820,9,2017,"ST.GREGORIOUS HOSPITAL, PARUMALA",0,1,0,0
A1812,9,2017,"DR.TONY JOSEPH MD DM, K.V.M HOSPITAL, CHERTHALA",0,1,0,0
A1811,9,2017,"KIZHAKINATH MEDICALS, PAIPPAD",0,1,0,0
A1814,9,2017,"MARANGAT MEDICALS, KAVUMBHAGOM",0,1,0,0
A1815,9,2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A1819,9,2017,"SAKTHI MEDICALS, UDUMBUMCHOLA",0,1,0,0
A1818,9,2017,"ST.THOMAS MEDICALS, RANNY",0,1,0,0
A1810,9,2017,"SOUTHERN DRUG HOUSE, THIRUVALLA",0,1,0,0
A1817,9,2017,"SHEEBA MEDICALS, THEADICAL",0,1,0,0
A1839,9,2017,"MGM MUTHOOT MEDICAL CENTER PRIVATE LTD., PATHENAMTHITTA",0,1,0,0
A1835,9,2017,"KARUNYAM MEDICALS, CHENGANNUR",1,0,0,0
A1830,9,2017,"REMEDY MEDICALS, CHANGANACHERRY",1,0,0,0
A1827,9,2017,"NEETHI MEDICALS, KUNNUMPURAM",0,1,0,0
A1821,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1838,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1828,9,2017,"KANNAMPALLIL MEDICALS, THENGANA",0,1,0,0
A1824,9,2017,"N.S.S. MEDICAL MISSION, CHANGANACHERRY",0,1,0,0
A1832,9,2017,"JESWIN MEDICALS, THENGANA",0,1,0,0
A1834,9,2017,"AISWARYA MEDICALS, KUTOOR",0,0,0,1
A1829,9,2017,"THOMSON MEDICALS, THENGANA",0,1,0,0
A1844,9,2017,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A1842,9,2017,"LOURDU MATHA HOSPITAL, PACHA",0,1,0,0
A1831,9,2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",0,1,0,0
A1822,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1841,9,2017,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A1833,9,2017,"ASWAS MEDICALS, KURISHUMMOODU",0,1,0,0
A1840,9,2017,"M.N.MEDICALS, CHOONAD",0,1,0,0
A1843,9,2017,"SOORAJ MEDICALS, PLANKAMON",0,1,0,0
A1836,9,2017,"UDAYAGIRI HOSPITAL, CHANGANACHERRY",0,1,0,0
A1826,9,2017,"CENTRAL MEDICALS, THADIYOOR",0,0,1,0
A1825,9,2017,"JAYA MEDICALS, KAVUMBHAGAM",0,1,0,0
A1823,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1837,9,2017,"THOMSON MEDICALS, CHANGANASERY",0,0,1,0
A1851,9,2017,"POYANIL HOSPITAL, KOZHENCHERRY",0,1,0,0
A1872,9,2017,"FRIENDS MEDICALS, PATHANAMTHITTA",0,1,0,0
A1891,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1875,9,2017,"DR.CHACKO (BETSETHA(H), VALLAMKULAM",0,1,0,0
A1892,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1890,9,2017,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A1855,9,2017,"NEETHI MEDICAL STORE, KUMBANADU",0,1,0,0
A1885,9,2017,"FELLOWSHIP MISSION HOSPITAL, KUMBANAD",0,1,0,0
A1893,9,2017,"NEETHY MEDICAL STORE, KARUKACHAL",0,1,0,0
A1877,9,2017,"MODERN DRUG HOUSE, PATHANAMTHITTA",0,1,0,0
A1849,9,2017,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A1859,9,2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A1878,9,2017,"KUMBANAD MEDICALS, KUMBANAD",0,1,0,0
A1866,9,2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A1860,9,2017,"SOUTHERN MEDICALS, KOZHENCHERY",0,1,0,0
A1856,9,2017,"ST.MARY'S HOSPITAL, ERAVIPEROOR",0,1,0,0
A1853,9,2017,"PEOPLES HOSPITAL, PATHANAMTHITTA",0,1,0,0
A1854,9,2017,"HAFZA MEDICALS, PATHANAMTHITTA",0,1,0,0
A1850,9,2017,"PAZHANJIYIL MEDICALS, KOZHENCHERY",0,1,0,0
A1868,9,2017,"NEETHI MEDICALS, ERAVIPEROOR  SCB",0,1,0,0
A1871,9,2017,"MOOTHEDATHU MEDICALS, ERAVIPEROOR",0,1,0,0
A1852,9,2017,"SAM MEDICALS, PATHANAMTHITTA",0,1,0,0
A1873,9,2017,"PULOOR DRUG HOUSE, KOZHENCHERRY",0,0,0,1
A1845,9,2017,"NEETHY MEDICAL STORE, PULLAD",0,1,0,0
A1867,9,2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A1884,9,2017,"PHILIPS MEDICALS, NELLAD",0,1,0,0
A1862,9,2017,"MUTTUMON MEDICALS, KUMBANAD",0,1,0,0
A1887,9,2017,"ST.LUKE HOSPITAL, PATHANAMTHITTA",0,1,0,0
A1876,9,2017,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A1870,9,2017,"KURUNGATTU MEDICALS, PATHANAMTHITTA",0,1,0,0
A1883,9,2017,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A1865,9,2017,"PREETHI MEDICALS, ELENTHOOR",0,1,0,0
A1864,9,2017,"MADAPPALLIL MEDICALS, OPPOSITE GOVT.HOSPITAL",0,1,0,0
A1857,9,2017,"MAMMARAPALLIL MEDICALS, PULLAD ",0,1,0,0
A1861,9,2017,"ST.GEORGE MEDICALS, KOZHENCHERY",0,1,0,0
A1863,9,2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A1881,9,2017,"M.G.M. MEDICALS, PATHANAMTHITTA",0,1,0,0
A1889,9,2017,"CHERUPUSHPAM J.J. MEDICALS, THIRUVALLA",0,1,0,0
A1848,9,2017,"KANJIRAMON MEDICALS, KOZHENCHERRY",0,1,0,0
A1879,9,2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A1874,9,2017,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A1894,9,2017,"SREE    MEDICALS, N S S  BUILDING",0,1,0,0
A1858,9,2017,"JACOBS MEDICALS, KUMBANAD",0,1,0,0
A1869,9,2017,"JINI MEDICALS, MARAMON",0,1,0,0
A1880,9,2017,"T & T MEDICALS, KOZHENCHERRY",0,1,0,0
A1847,9,2017,"T & T MEDICALS, KOZHENCHERRY",0,0,1,0
A1886,9,2017,"JANAKEEYA MEDICALS, RELISH TOWER SCS JN. ",0,1,0,0
A1882,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1846,9,2017,"SONIA MEDICALS, PATHANAMTHITTA",0,1,0,0
A1888,9,2017,"NEETHI MEDICALS, MARKET JN.,EZHUMATTOOR",0,0,1,0
A1895,9,2017,"C.M HOSPITAL, PANDALAM",1,0,0,0
A1900,9,2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A1896,9,2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",0,1,0,0
A1903,9,2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A1905,9,2017,"KARUNYAM MEDICALS, CHENGANNUR",0,1,0,0
A1904,9,2017,"PUTHENVILAYIL MEDICALS, PANDALAM",0,1,0,0
A1901,9,2017,"DR.MATHEW JOHN, ST.STEPHEN'S CLINIC",0,1,0,0
A1897,9,2017,"TRAVANCORE MEDICALS, PULLAD",0,1,0,0
A1907,9,2017,"THOMSON MEDICALS, TIRUVALLA",0,1,0,0
A1906,9,2017,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A1902,9,2017,"NEETHI MEDICALS (TVLA), TIRUVALLA(NEAR GOVT HOSPITAL)",0,1,0,0
A1899,9,2017,"MUTTUMON MEDICALS, KUMBANAD",0,0,1,0
A1898,9,2017,"CENTRAL MEDICALS, THADIYOOR",0,0,0,1
A1910,9,2017,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A1911,9,2017,"S.N.MEDICALS, KADAPRA",0,1,0,0
A1908,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1912,9,2017,"BHARATH MEDICALS, KIZHAKENMUTTOOR",0,1,0,0
A1913,9,2017,"NITHIN MEDICALS, THIRUVALLA",0,1,0,0
A1909,9,2017,"SOORAJ MEDICALS, PLANKAMON",0,1,0,0
A1936,9,2017,"CENTURY HOSPITAL, CENTRAL TRAVANCORE SPECIALISTS ",1,0,0,0
A1961,9,2017,"THOMSON MEDICALS, TIRUVALLA",1,0,0,0
A1937,9,2017,"DURGA MEDICALS, BUDHANOOR.NR FED BANK",0,1,0,0
A1922,9,2017,"UDAYA MEDICALS, PANDALAM",0,1,0,0
A1920,9,2017,"LIFE LINE HOSPITAL, ADOOR",0,1,0,0
A1957,9,2017,"ASWAS COMMUNITY PHARMACY, ADOOR",0,1,0,0
A1944,9,2017,"DELIGHT'S MEDICALS, CHENGANNUR",0,1,0,0
A1951,9,2017,"TIRUVALLA MEDICAL MISSION, THIRUVALLA",0,1,0,0
A1960,9,2017,"MANAK HOSPITAL, NEDUMPURAM",0,1,0,0
A1927,9,2017,"NEETHI MEDICAL STORES, MANNAR",0,1,0,0
A1930,9,2017,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A1916,9,2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,1,0,0
A1949,9,2017,"PUTHENVILAYIL MEDICALS, PANDALAM",0,1,0,0
A1918,9,2017,"C.M HOSPITAL, PANDALAM",0,1,0,0
A1950,9,2017,"K.K DRUG HOUSE, ADOOR",0,0,0,1
A1948,9,2017,"NEETHI MEDICALS, NEAR COLLEGE JN ",0,1,0,0
A1947,9,2017,"NEETHI MEDICAL STORE, CENTRAL ADOOR",0,1,0,0
A1952,9,2017,"MADATHIL MEDICALS, KOZHANCHERY",0,1,0,0
A1925,9,2017,"M.G MEDICALS, MANNAR",0,1,0,0
A1942,9,2017,"S.D MEDICALS, CHENGANNUR",0,1,0,0
A1924,9,2017,"MANNAR MEDICALS, MANNAR",0,0,0,1
A1926,9,2017,"ORANGE MEDICALS, KADAPRA",0,1,0,0
A1940,9,2017,"MARIA HOSPITAL, ADOOR",0,1,0,0
A1915,9,2017,"KARUNYA MEDICALS, ADOOR",0,1,0,0
A1958,9,2017,"AISWARYA MEDICALS, KUTOOR",0,1,0,0
A1956,9,2017,"THUSHARA MEDICALS, PANDALAM",0,1,0,0
A1921,9,2017,"MEDI HOUSE, PADIPURACKAL BUILDINGS",0,1,0,0
A1928,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1934,9,2017,"VKV PHARMACY, ANANDAPPALY,ADOOR",0,1,0,0
A1917,9,2017,"PUNNON LIFECARE MEDICALS, COURT ROAD,CHENGANOOR",0,1,0,0
A1954,9,2017,"DEEPTHI MEDICALS, MANNAR",0,1,0,0
A1923,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1959,9,2017,"KARUNYA MEDICALS, CHENGANOOR",0,1,0,0
A1943,9,2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",0,1,0,0
A1914,9,2017,"PATTOOR MEDICALS, PANDALAM",0,1,0,0
A1935,9,2017,"LEKSHMI MEDICALS, KUTOOR",0,1,0,0
A1939,9,2017,"DR.VARGHESE.V.JACOB, MEDICAL CENTER PEDI:",0,1,0,0
A1941,9,2017,"VAZHAPLAVIL MEDICALS, PANDALAM",0,1,0,0
A1931,9,2017,"JOSE & SONS MEDICALS, THIRUVALLA",0,1,0,0
A1938,9,2017,"ATHIRA MEDICALS, PALLIPADI, KARAKKAD",0,1,0,0
A1933,9,2017,"HOLY CROSS HOSPITAL, ADOOR",0,0,0,1
A1945,9,2017,"K.R.MEDICALS, KALLISSERY",0,1,0,0
A1919,9,2017,"DR.SALINI, KARUNYA EYE (H)",0,0,1,0
A1955,9,2017,"ORMA MEDICALS, ADOOR",0,1,0,0
A1932,9,2017,"RELIEF MEDICALS & SURGICALS, CHENGANOOR",0,1,0,0
A1953,9,2017,"WELL CURE MEDICALS, MULAKKUZHA.CGNR",0,1,0,0
A1946,9,2017,"CENTRAL MEDICALS, THADIYOOR",0,1,0,0
A1929,9,2017,"TRINITY MEDICALS, KUTOOR",0,0,0,1
A1965,9,2017,"MEDICAL TRUST HOSPITAL, KULANADA",0,1,0,0
A1962,9,2017,"BELIEVERS CHURCH, MEDICAL COLLEGE HOSPITAL",0,1,0,0
A1970,9,2017,"JANAMITHRA MEDICALS, PAIPAD",0,1,0,0
A1969,9,2017,"ANJALI MEDICALS, THIRUVALLA",0,1,0,0
A1967,9,2017,"LOURDU MATHA HOSPITAL, PACHA",0,1,0,0
A1974,9,2017,"KIZHAKINATH MEDICALS, PAIPPAD",0,1,0,0
A1971,9,2017,"MARANGAT MEDICALS, KAVUMBHAGOM",0,1,0,0
A1973,9,2017,"KADAVIL MEDICALS, MANNAR",0,1,0,0
A1977,9,2017,"AMIL MEDICALS, THIRUVALLA",0,1,0,0
A1976,9,2017,"KOODATHUMANNIL MEDICALS, KOZHENCHERRY",0,1,0,0
A1972,9,2017,"CARMEL ASHRAYA MEDICALS, KODIYATTU BUILDINGS,",0,1,0,0
A1964,9,2017,"CHERUKARA DRUG HOUSE, CHENGANOOR",0,1,0,0
A1975,9,2017,"GRACE MEDICALS, VADASSERIKARA",0,1,0,0
A1966,9,2017,"MED CARE PHARMACY, KAVUMBHAGUM",0,1,0,0
A1968,9,2017,"A.J.MEDICALS, TIRUVANVANDOOR",0,0,0,1
A1963,9,2017,"THE UNIVERSAL MEDICAL STORES, CHENGANOOR",0,0,1,0
A1989,9,2017,"NEETHI MEDICALS, KUNNUMPURAM",0,1,0,0
A1987,9,2017,"REMEDY MEDICALS, CHANGANACHERRY",0,1,0,0
A1995,9,2017,"THOMSON MEDICALS, CHANGANASERY",0,1,0,0
A1982,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1986,9,2017,"NEETHI MEDICALS, MALLAPPALLY",0,1,0,0
A1983,9,2017,"MUTHOOT MEDICAL CENTRE, KOZHENCHERRY",0,1,0,0
A1996,9,2017,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A1981,9,2017,"HOLY CROSS HOSPITAL, ADOOR",0,1,0,0
A1999,9,2017,"KALLATHUCHIRAYIL MEDICALS, THIRUVALLA",0,1,0,0
A2000,9,2017,"SIMON GEORGE & SONS, PATHANAMTHITTA",0,1,0,0
A1992,9,2017,"KANNAMPALLIL MEDICALS, THENGANA",0,1,0,0
A1994,9,2017,"MATTAPARAMPIL MEDICALS, CHANGANASSERY",0,1,0,0
